train_size,order_strategy,column_order,dag_used,repetition,categorical,max_corr_difference,mean_corr_difference,propensity_metrics_avg pMSE,propensity_metrics_pMSE err,propensity_metrics_avg acc,propensity_metrics_acc err,k_marginal_tvd
20,topological,"[0, 3, 2, 1]","[0, 3, 2, 1]",6,False,1.9539925233402755e-14,9.732955182547206e-15,0.007793180355736158,0.0001710777064148347,0.5682543631961733,0.004376393635536948,0.20033333333333334
20,worst,"[1, 2, 3, 0]","[1, 2, 3, 0]",6,False,1.965094753586527e-14,3.3491727909525557e-15,0.009060869703418593,0.00045422866121826833,0.5819256643634573,0.004468247112336868,0.22108333333333338
20,random,"[3, 2, 1, 0]","[3, 2, 1, 0]",6,False,1.9539925233402755e-14,6.5133084111342514e-15,0.006835537091621045,8.766716764857865e-05,0.5664275222241508,0.006835418989632654,0.20733333333333334
20,original,"[0, 1, 2, 3]","[0, 1, 2, 3]",7,False,1.9539925233402755e-14,3.293661639721298e-15,0.029431675812017544,0.00046678819932439015,0.6494460861131556,0.006198272869694964,0.21016666666666664
20,topological,"[0, 3, 2, 1]","[0, 3, 2, 1]",7,False,1.9539925233402755e-14,9.71445146547012e-15,0.030268762619150336,0.0007340586173606359,0.6474865673724605,0.008313638313874763,0.21024999999999996
20,worst,"[1, 2, 3, 0]","[1, 2, 3, 0]",7,False,1.9539925233402755e-14,9.251858538542972e-17,0.025618063567918313,0.0005617273168105395,0.6465244397831912,0.007010820014840251,0.21433333333333335
20,random,"[3, 2, 1, 0]","[3, 2, 1, 0]",7,False,1.9539925233402755e-14,6.5133084111342514e-15,0.02938589494693993,0.0005287293963241036,0.6463479042021099,0.012368714810221573,0.21999999999999997
20,original,"[0, 1, 2, 3]","[0, 1, 2, 3]",8,False,1.9539925233402755e-14,3.3121653567983835e-15,0.008161926207530399,0.00020032289177568532,0.5857735976540679,0.004798523418601113,0.16641666666666668
20,topological,"[0, 3, 2, 1]","[0, 3, 2, 1]",8,False,1.9539925233402755e-14,9.732955182547206e-15,0.008411345551897386,0.0001673986630464115,0.5810922712502133,0.0031790658367884628,0.17175000000000004
20,worst,"[1, 2, 3, 0]","[1, 2, 3, 0]",8,False,1.9539925233402755e-14,1.1102230246251565e-16,0.010207270321838567,0.0004618070230557421,0.5904113371732717,0.0038276700078434976,0.16474999999999998
20,random,"[3, 2, 1, 0]","[3, 2, 1, 0]",8,False,1.9539925233402755e-14,6.47630097698008e-15,0.01247448502455777,0.0002692225683696268,0.6026736996530124,0.004292336552391244,0.19525000000000003
